INFO:2020-11-29 17:10:54,081127.0.0.1 - - [29/Nov/2020 17:10:54] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:47,932Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:47,989https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:47,992Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:48,139https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:48,143Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:48,172http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:48,173127.0.0.1 - - [29/Nov/2020 20:47:48] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:48,762Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:48,818https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:48,821Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:48,882https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:48,885Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:49,134https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:49,142Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:49,198https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:49,201Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:49,256https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:49,258Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:49,282Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:49,318http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:49,319127.0.0.1 - - [29/Nov/2020 20:47:49] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:49,411https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:49,415Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:49,448http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:49,449127.0.0.1 - - [29/Nov/2020 20:47:49] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:49,671Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:49,729https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:49,735Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:49,792https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:49,795Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:49,836Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:49,892https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:49,897Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:49,954https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:49,958Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:49,960https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:49,964Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:49,994http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:49,995127.0.0.1 - - [29/Nov/2020 20:47:49] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:50,123https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:50,126Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:50,153http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:50,154127.0.0.1 - - [29/Nov/2020 20:47:50] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:50,156Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:50,214https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:50,217Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:50,274https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:50,277Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:50,435https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:50,440Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:50,467http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:50,469127.0.0.1 - - [29/Nov/2020 20:47:50] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:50,485Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:50,543https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:50,546Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:50,602https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:50,607Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:50,613Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:50,669https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:50,672Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-29 20:47:50,738https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-29 20:47:50,740Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-29 20:47:50,782https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:50,873Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:50,903https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-29 20:47:50,914http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:50,915127.0.0.1 - - [29/Nov/2020 20:47:50] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
DEBUG:2020-11-29 20:47:50,983Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-29 20:47:51,015http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 449
INFO:2020-11-29 20:47:51,016127.0.0.1 - - [29/Nov/2020 20:47:51] "[37mGET /index?notif=Headline HTTP/1.1[0m" 200 -
INFO:2020-11-30 09:43:32,674127.0.0.1 - - [30/Nov/2020 09:43:32] "[37mGET / HTTP/1.1[0m" 200 -
INFO:2020-11-30 09:43:32,933127.0.0.1 - - [30/Nov/2020 09:43:32] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-30 09:43:37,721Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:43:37,811https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:43:37,816Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:43:37,876https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-30 09:43:37,888Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-30 09:43:38,057https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:43:38,069Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-30 09:43:38,112http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 454
INFO:2020-11-30 09:43:38,145127.0.0.1 - - [30/Nov/2020 09:43:38] "[37mGET /index?newspaper=BBC&location=Merstham HTTP/1.1[0m" 200 -
INFO:2020-11-30 09:43:38,764127.0.0.1 - - [30/Nov/2020 09:43:38] "[37mGET /static/images/Coronavirus_2.jpg HTTP/1.1[0m" 200 -
DEBUG:2020-11-30 09:44:12,620Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:44:12,710https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:44:12,715Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:44:13,337https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-30 09:44:13,343Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-30 09:44:13,484https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:44:13,494Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-30 09:44:13,539http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 454
INFO:2020-11-30 09:44:13,542127.0.0.1 - - [30/Nov/2020 09:44:13] "[37mGET /index?alarm=2020-11-30T09%3A45&two=UHHHHHH&news=news&weather=weather HTTP/1.1[0m" 200 -
DEBUG:2020-11-30 09:45:14,109Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:45:14,180https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:45:14,183Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:45:14,243https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-30 09:45:14,245Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-30 09:45:14,330http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=Merstham HTTP/1.1" 200 477
DEBUG:2020-11-30 09:45:14,334Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-30 09:45:14,564https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:46:27,164Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:46:27,279https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:46:27,284Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 09:46:27,980https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-30 09:46:27,990Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-30 09:46:28,641https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
DEBUG:2020-11-30 09:46:28,648Starting new HTTP connection (1): api.openweathermap.org:80
DEBUG:2020-11-30 09:46:28,693http://api.openweathermap.org:80 "GET /data/2.5/weather?appid=30f2de85d595a6bbd49af9e38f8b54b0&q=London HTTP/1.1" 200 454
INFO:2020-11-30 09:46:28,694127.0.0.1 - - [30/Nov/2020 09:46:28] "[37mGET /index HTTP/1.1[0m" 200 -
INFO:2020-11-30 13:40:41,620127.0.0.1 - - [30/Nov/2020 13:40:41] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-30 13:40:47,580Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 13:40:47,701https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG:2020-11-30 13:40:47,715Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG:2020-11-30 13:40:48,392https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Doverview&structure=%7B%22date%22%3A%22date%22%2C%22name%22%3A%22areaName%22%2C%22code%22%3A%22areaCode%22%2C%22cases%22%3A%7B%22daily%22%3A%22newCasesByPublishDate%22%2C%22cumulative%22%3A%22cumCasesByPublishDate%22%7D%2C%22deaths%22%3A%7B%22daily%22%3A%22newDeathsByDeathDate%22%2C%22cumulative%22%3A%22cumDeathsByDeathDate%22%7D%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG:2020-11-30 13:40:48,428Starting new HTTPS connection (1): newsapi.org:443
DEBUG:2020-11-30 13:40:48,738https://newsapi.org:443 "GET /v2/top-headlines?country=gb&apiKey=92b7dea9e59f49389199f9c3e60a8175 HTTP/1.1" 200 None
ERROR:2020-11-30 13:40:48,829Exception on /index [GET]
Traceback (most recent call last):
  File "C:\Users\pierre\AppData\Roaming\Python\Python39\site-packages\flask\app.py", line 2447, in wsgi_app
    response = self.full_dispatch_request()
  File "C:\Users\pierre\AppData\Roaming\Python\Python39\site-packages\flask\app.py", line 1952, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "C:\Users\pierre\AppData\Roaming\Python\Python39\site-packages\flask\app.py", line 1821, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "C:\Users\pierre\AppData\Roaming\Python\Python39\site-packages\flask\_compat.py", line 39, in reraise
    raise value
  File "C:\Users\pierre\AppData\Roaming\Python\Python39\site-packages\flask\app.py", line 1950, in full_dispatch_request
    rv = self.dispatch_request()
  File "C:\Users\pierre\AppData\Roaming\Python\Python39\site-packages\flask\app.py", line 1936, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "c:\Users\pierre\Desktop\CA3\COVID_smart_alarm_V1.py", line 220, in index
    populate_notifications(user_notifications,news_site)
  File "c:\Users\pierre\Desktop\CA3\COVID_smart_alarm_V1.py", line 141, in populate_notifications
    weather_data=get_weather()
TypeError: get_weather() missing 1 required positional argument: 'location'
INFO:2020-11-30 13:40:48,837127.0.0.1 - - [30/Nov/2020 13:40:48] "[35m[1mGET /index?newspaper=BBC&location=Merstham HTTP/1.1[0m" 500 -
INFO:2020-11-30 13:43:44,261127.0.0.1 - - [30/Nov/2020 13:43:44] "[37mGET / HTTP/1.1[0m" 200 -
DEBUG:2020-11-30 13:43:48,167Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
